topic index,words
39,0.001*marshmallow/sense,0.001*app,0.001*email.,0.001*code,0.001*remark,0.001*nice,0.001*should.,0.001*it'll,0.001*owner,0.001*possible 
40,0.001*love,0.001*you ,0.001*امتاز,0.001*recipient,0.001*misses..it,0.001*vivek,0.001*online,0.001*l65,0.001*fitness,0.001*app
41,0.001*jump,0.001*apps..,0.001*mirroring,0.001*frag,0.001*app,0.001*main,0.001*select,0.001*bye,0.001*wera,0.001*verybad
42,0.001*special,0.001*😊,0.001*close ,0.001*relevant.,0.001*impressed ,0.001*description ,0.001*trey,0.001*consider,0.001*interface,0.001*vy
43,0.001*key?,0.001*app,0.001*deactivated,0.001*tablet...,0.001*automatically.,0.001*blur,0.001*responses?,0.001*thanks.,0.001*scamner,0.001*windows
44,0.001*good,0.001*cloth,0.001*commander ,0.001*app,0.001*mouth,0.001*nice!,0.001*way!!!!,0.001*yay!,0.001*sarcastic.,0.001*dr.sir 
45,0.001*somewhere,0.001*good,0.001*acro,0.001*bonuses!!!,0.001*power,0.001*for!!!,0.001*app,0.001*outdated.,0.001*work,0.001*thanzawwin241932
46,0.002*app,0.001*fone,0.001*recive,0.001*perplexed ,0.001*david,0.001*work!,0.001*house...,0.001*place ,0.001*along,0.001*sacn
47,0.001*work,0.001*read,0.001*app,0.001*decodes,0.001*ppl,0.001*crystal,0.001*shabby,0.001*help,0.001*jst,0.001*convenient.
48,0.001*peiceofshit,0.001*bar),0.001*lack,0.001*app,0.001*theri,0.001*droid!,0.001*ffs,0.001*iron,0.001*work,0.001*scan
49,0.002*scan,0.001*app,0.001*work,0.001*good,0.001*commendable,0.001*camera??,0.001*outlet,0.001*flag,0.001*(i,0.001*mall
50,0.001*work,0.001*def,0.001*hgtv,0.001*scan,0.001*1,0.001*giant,0.001*sensitive ,0.001*fastly,0.001*masquerade,0.001*app
51,0.001*.,0.001*u.k,0.001*work,0.001*best,0.001*good,0.001*daughter,0.001*rather,0.001*reliable),0.001*canon,0.001*ok?
52,0.001*perfect..,0.001*app,0.001*keep,0.001*work,0.001*scan,0.001*good,0.001*said ,0.001*badly,0.001*(white,0.001*however.
53,0.001*m9;,0.001*scan,0.001*instructions ,0.001*app,0.001*hehehe,0.001*p290,0.001*flawless ,0.001*browser's,0.001*without,0.001*more 
54,0.002*work,0.001*said!,0.001*app,0.001*barcode,0.001*rectangle.,0.001*file.,0.001*uuuuup,0.001*(go,0.001*second.,0.001*know
55,0.002*box,0.001*app,0.001*paishin,0.001*work,0.001*pleasantly,0.001*b.gaines..,0.001*nice,0.001*ever,0.001*good,0.001*♦
56,0.002*work,0.001*sideways/horizontal,0.001*z3 ,0.001*app,0.001*helpful,0.001*puah,0.001*ma,0.001*gf,0.001*fast.,0.001*though 
57,0.001*manage,0.001*exceedingly,0.001*peace,0.001*smartphone.,0.001*gess..,0.001*likey ,0.001*password ,0.001*result,0.001*app,0.001*walgreen's.
58,0.001*frustratingly,0.001*rizwan,0.001*shacking.,0.001*wrks,0.001*proply,0.001*bottle,0.001*fast!,0.001*too?,0.001*infinity,0.001*remote
59,0.001*list.,0.001*intent,0.001*..but,0.001*app,0.001*required.....,0.001*work,0.001*authorities?,0.001*riddance.,0.001*bcos,0.001*jakarta
60,0.001*start.,0.001*printing,0.001*scann,0.001*anti,0.001*ke,0.001*uj,0.001*everytime.,0.001*work,0.001*wiggle,0.001*too?
61,0.001*good,0.001*up ,0.001*mic,0.001*andwe,0.001*app,0.001*3,0.001*removed.,0.001*work,0.001*exceptional!,0.001*tax
62,0.001*redlaser,0.001*12.23.15,0.001*thankz..this,0.001*constructive,0.001*device ,0.001*driver,0.001*pc,0.001*giod,0.001*spends,0.001*thomas
63,0.001*work,0.001*good,0.001*min,0.001*idk.,0.001*scan,0.001*fridge,0.001*s4,0.001*app,0.001*kamlesh,0.001*likeddd
64,0.001*love,0.001*app.,0.001*prefer,0.001*loving,0.001*uninstalled,0.001*cache ,0.001*tech,0.001*slower.,0.001*guess,0.001*accurate!
65,0.001*fu*€ing,0.001*is...you,0.001*4 no,0.001*shop ,0.001*work,0.001*jjk,0.001*days.,0.001*realm,0.001*mqdhavan,0.001*arvind
66,0.001*work,0.001*app,0.001*4.3 ,0.001*barcode,0.001*good,0.001*useful,0.001*unsure,0.001*brillianto,0.001*scanner,0.001*believe
67,0.001*scan,0.001*10-20,0.001*detector.,0.001*abit,0.001*like,0.001*nazrul,0.001*work,0.001*verification).,0.001*parameter,0.001*کیو
68,0.001*app,0.001*work,0.001*(5987889),0.001*scan,0.001*fine.,0.001*ir,0.001*good,0.001*celular,0.001*image😋,0.001*sg3
69,0.002*app,0.001*one,0.001*scan,0.001*disneyland,0.001*work,0.001*also,0.001*reveal,0.001*barcode,0.001*medication,0.001*days 
70,0.001*great,0.001*supermarket,0.001*app,0.001*unlike,0.001*work,0.001*medio,0.001*hoping,0.001*cf,0.001*feed,0.001*pehlae
71,0.001*work,0.001*app,0.001*sooooooooooooooooooo,0.001*something ,0.001*good,0.001*fast,0.001*scan,0.001*awareness,0.001*what!!!,0.001*เป็นแอพทรงคุณค่ามากๆ
72,0.001*work,0.001*use,0.001*lag.,0.001*toothpaste,0.001*exellent!!,0.001*excellant!,0.001*htc,0.001*ногами,0.001*nice,0.001*still!
73,0.001*...that,0.001*point,0.001*precisa,0.001*rotation,0.001*responder,0.001*low,0.001*мб.,0.001*bar,0.001*day.,0.001*1d
74,0.001*barcode,0.001*industry ,0.001*you ,0.001*work,0.001*yay,0.001*max ,0.001*pbone,0.001*later ,0.001*app,0.001*screen.
75,0.001*turn,0.001*previously,0.001*work,0.001*paranoid.,0.001*crapware.,0.001*dev,0.001*2nd,0.001*continue,0.001*scan,0.001*intrusive.
76,0.001*cannot.💃,0.001*pain,0.001*flashlight.,0.001*advertised,0.001*free!).,0.001*shame.,0.001*lose,0.001*focus,0.001*barcode,0.001*regret.
77,0.001*app,0.001*time,0.001*work,0.001*all:,0.001*ect.,0.001*good,0.001*itstizurxtu,0.001*lot ,0.001*kitten,0.001*barbara
78,0.001*lifesaver.,0.001*code39,0.001*scanner,0.001*scan,0.001*useful.,0.001*work,0.001*app,0.001*viewer.,0.001*sms,0.001*barcode
79,0.001**white,0.001*first.,0.001*nervosa,0.001*recommended..,0.001*app,0.001*paste),0.001*it.and,0.001*try,0.001*work,0.001*است
80,0.001*work,0.001*vvvvvvvvvvvvvvvvv,0.001*app!),0.001*it's,0.001*manages,0.001*add ,0.001*app,0.001*despite,0.001*scan,0.001*good
81,0.001*files/docs,0.001*advertised:,0.001*jerk,0.001*research ,0.001*froze,0.001*it.i,0.001*suprised,0.001*haven't,0.001*horible,0.001***
82,0.001*coffee,0.001*work,0.001*insurance,0.001*app,0.001*default,0.001*either,0.001*good,0.001*modify,0.001*appmakers,0.001*nuthin!
83,0.002*app,0.001*orderr,0.001*thanks ,0.001*cover),0.001*scan,0.001*work,0.001*app!!,0.001*mot,0.001*anniversary,0.001*horizontally
84,0.001*work,0.001*app,0.001*torturous,0.001*it...perfect!,0.001*it's,0.001*search/results,0.001*clothing,0.001*good,0.001*reinstall,0.001*love.
85,0.001*work,0.001*life....,0.001*hydro,0.001*boredom.,0.001*crappy,0.001*app,0.001*scan,0.001*land,0.001*do..can,0.001*work.....so
86,0.001*dump,0.001*wh...,0.001*good,0.001*mind,0.001*slow ,0.001*opinion,0.001*scan,0.001*capture,0.001*(ha),0.001*;at
87,0.001*malware,0.001*work,0.001*time,0.001*cxb,0.001*for...,0.001*realm...wow,0.001*detailed,0.001*scan...and,0.001*kindda,0.001*vcard 
88,0.001*portrain,0.001*work,"0.001*""iconic""",0.001*please,0.001*image.,0.001*was ,0.001*medic,0.001*setting,"0.001*""search",0.001*design 
89,0.002*work,0.001*and.it's,0.001*✌✌👌👌👍👍💟,0.001*verification).,0.001*whatever.,0.001*rlllllyyy,0.001*recognition,0.001*escape,0.001*select,0.001*dissatisfy
90,0.001*aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa!!!!!!!!!!!booooooooooooo!!!!!!!!!!!!!!!!!!!!!!!,0.001*work,0.001*like,0.001*decently,0.001*improve.,0.001*focused.,0.001*12.7,0.001*barcode,0.001*developer,0.001*unravel.
91,0.001*publish,0.001*app,0.001*tp,0.001*bulky,0.001*troll,0.001*bgt,0.001*facto,0.001*verify,0.001*here.,0.001*place 
92,0.001*flush,0.001*agh,0.001*uninstalling...,0.001*hawk,0.001*ghost,0.001*canvas,0.001*scan,0.001*work,0.001*smith,0.001*good
93,0.001*scamer,0.001*confused.,0.001*it..,0.001*awesome ,0.001*depend,0.001*ligal,0.001*radi,0.001*scamr,0.001*continuous,0.001*title.
94,0.001*pre-installed,0.001*bookmarks?,0.001*dobbs,0.001*alone...,0.001*range,0.001*waste...,0.001*aweser,0.001*app,0.001*3d,0.001*stuff 
95,0.001*tryed,0.001*goodest,0.001*usage,0.001*must-have,0.001*shopping ,0.001*...but,0.001*itself.,0.001*here.,0.001*contractor,0.001*million!
96,0.001*spectacular,0.001*app,0.001*matching...this,0.001*work,0.001*(when,0.001*good,0.001*me....,0.001*rana,0.001*ask??,0.001*server
97,0.002*work,0.001*app,0.001*scan,0.001*good,0.001*call,0.001*ap.all,0.001*lie ,0.001*negative!but,0.001*use,0.001*force
98,0.001*enough!!,0.001*fails,0.001*work,0.001*fukn,0.001*co,0.001*once ,0.001*misses..it,0.001*b\u0026amp;q,0.001*hacker,0.001*app
99,0.001*track,0.001*بارکد,0.001*northing,0.001*handy!,0.001*similar,0.001*ican.,0.001*them!,0.001*screenshots.,0.001*work,0.001*nic
100,0.001*brand ,0.001*qulit,0.001*a,app,0.001*app,0.001*жаль ,0.001*cod,0.001*chris,0.001*excellent,0.001*phonebook ,0.001*bloody
101,0.001*administration,0.001*work,0.001*liberty,0.001*sort.,0.001*meh,0.001*good but,0.001*cup.,0.001*pen,0.001*tool!,0.001*risk.
102,0.001*copy,0.001*lamee,0.001*.doesn't,0.001*absolute,0.001*reviews....,0.001*doing ,0.001*wosom,0.001*icici,0.001*install,0.001*app
103,0.001*interntal,0.001*zero....completely...zero......i,0.001*yu,0.001*paste),0.001*flag,0.001*normal,0.001*mean,0.001*filter,0.001*thing,0.001*female
104,0.001*scan,0.001*2011!,0.001*sürekli,0.001*web/product,0.001*didnt,0.001*unravel.,0.001*magnific,0.001*way.,0.001*codebar,0.001*usefull!
105,0.001*work,0.001*app,0.001*customise,0.001*cp,0.001*pathetic!🚾,"0.001*""search",0.001*scan,0.001*wrong,0.001*scrub,0.001*bargle
106,0.001*app,0.001*request.,0.001*cudav,0.001*smack,0.001*trch,0.001*notification,0.001*nail,0.001*dollar,0.001*way:,0.001*women!
107,0.001*think?,0.001*app,0.001*work,0.001*lockscreen!,0.001*disgust,0.001*scan,0.001*easy,0.001*♦,0.001*perk ,0.001*complaining
108,0.001*own,0.001*working!,0.001*seen.,0.001*symantec,0.001*database.,0.001*red,0.001*bc',0.001*work,0.001*mediocre,0.001*app)
109,0.001*universal,0.001*things.,0.001*wich,0.001*digest,0.001*good...,0.001*non,0.001*but....,0.001*everything,0.001*hr,0.001*both..it'll
110,0.001*instance,0.001*fixing!!!!!!!!!,0.001*app,0.001*scanner...,0.001*continue,0.001*correct,0.001*nothing's,"0.001*work""",0.001*quickly ,0.001*running.
111,0.001*gread,0.001*sangham,0.001*nikitha,0.001*bar.,0.001*all...,0.001*app,0.001*apis,0.001*sometimes.,0.001*market!,0.001*lucky1983
112,0.001*sometimes.,0.001*app,0.001*fired!,0.001*work,0.001*notes ,0.001*ravi,0.001*......thnx,0.001*barcodescanner,0.001*bullet,0.001*canadian 
113,"0.001*valid"".",0.001*lubomirska,0.001*google ,0.001*app,0.001*simle,0.001*heavy,0.001*rizwan,0.001*porn,0.001*cudav,0.001*scaners 
114,0.001*app,0.001*versatile!,0.001*getting?,0.001*supervisor,0.001*metadata ,0.001*lollipop,0.001*scan..very,0.001*otherwise,0.001*work👺.,0.001*handle
115,0.001*cooooooooooooool,0.001*location,0.001*point.,0.001*lack,0.001*cek,0.001*genie,0.001*app,0.001*usage,0.001*link,0.001*bootlick
116,0.001*measure,0.001*work,0.001*cleanest,0.001*sucks.,0.001*design,0.001*questionable ,0.001*encourage,0.001*saad,0.001*wal'mart,0.001*linda
117,0.001*design.kindly,0.001*products...??,0.001*zero....completely...zero......i,0.001*mention,0.001*attack,0.001*size,0.001*jesus,0.001*there!,0.001*situation,0.001*churchill
118,0.002*work,0.001**,0.001*barcode,0.001*scan,0.001*unfortunately,0.001*yellow,0.001*photon,0.001*sugar,0.001*bar,0.001*app
119,0.001*m1014,0.001*niceapp,0.001*huawei),0.001*app,0.001*hie,0.001*ability,0.001*snowy,0.001*tablet....,0.001*2.3.5.,0.001*work
120,0.001*year!,0.001*dues,0.001*app,0.001*breathe,0.001*:/ ,0.001*ui ,0.001*light!,0.001*join,0.001*hanging..,0.001*bacause
121,0.001*smh,0.001*interface.,0.001*crap..,0.001*author,0.001*favour,0.001*good,0.001*questions.,0.001*invoice,0.001*scan,0.001*work
122,0.001*work,0.001*bookmarks,0.001*slow.,0.001*neat,0.001*says ,0.001*as,0.001*(y),0.001*reccomend,0.001*distasteful,0.001*support 
123,0.001*(hopefully),0.001*usual,0.001*it's,0.001*ways...,0.001*yet...!!,0.001*multi-tenant,0.001*conception.,0.001*f@ck,0.001*severe,0.001*qscanner
124,0.001*work,0.001*app,0.001*ashamed,0.001*screen ,0.001*work......,0.001*wassalam.,0.001*bar/codes,0.001*vehicle,0.001*worthless ,0.001*good
125,0.001*somebody,"0.001*valid"".",0.001*#love,0.001*formats ,0.001*administration,0.001*precision,0.001*infuse,0.001*specefic,0.001*white.,0.001*bluetooth
126,0.001*loking,0.001*manish,0.001*reviews....,0.001*s-4).,0.001*awhile,0.001*fast ,0.001*scan..very,0.001*pretty,0.001*always,0.001*suprb
127,0.001*in-putted,0.001*lisence,0.001*disappoint,0.001*today.,0.001*slow!!,0.001*installing.,0.001*twice,0.001*work,0.001*myself.,0.001*bar)
128,0.001*look,0.001*easy!,0.001*work,0.001*minutes ,0.001*posao,0.001*requirement,0.001*using...,0.001*breathing.,0.001*phone).,0.001*website.but
129,0.001*pad,0.001*light ,0.001*list.,0.001*3961105529599920105824430160932969710327459613795,0.001*national,0.001*versatile!,0.001*work,0.001*$5,0.001*difficulty,0.001*codes.
130,0.001*qrdroid...,0.001*work,0.001*from.,0.001*bhai,0.001*sources.,0.001*enter,0.001*somewhere.,0.001*maybe,0.001*app,0.001*pleasure
131,0.001*app,0.001*riddance.,0.001*including ,0.001*orderr,0.001*disneyland,0.001*g1,0.001*possible,0.001*fast..!,0.001*cnbc,0.001*infinity
132,0.001*good,0.001*lit,0.001*jakers,0.001*maximum,0.001*worthy,0.001*ward,0.001*gadget,0.001*reson,0.001*worker,0.001*f'kin
133,0.001*situation,0.001*qr/barcode,0.001*word,0.001*item ,0.001*study,0.001*(if,0.001*decodes,0.001*american,0.001*phase,0.001*bbh
134,0.001*نیست,0.001*maximum,0.001*jag,0.001*f-droid,0.001*me.,0.001*apps(,0.001*work,0.001*£€₩#ing,0.001*barcone,0.001*adjustable
135,0.002*app,0.001*app..sometime,0.001*kasih,0.001*slow!,0.001*felt,0.001*what????,0.001*number,0.001*nerve,0.001*foto,0.001*gupta
136,0.002*unrelated,0.001*work,0.001*scan,0.001*good,0.001*ever.,0.001*porn,0.001*inventory/small,0.001*apology,0.001*doe,0.001*focus.
137,0.001*possibility,0.001*wera,0.001*everything,0.001*stuped,0.001*snowy,0.001*why?,0.001*back.,0.001*authenticator.,0.001*yet...!!,0.001*upload
138,0.002*work,0.001*galaxy,0.001*michael,0.001*cool!!!,0.001*connected.,0.001*nascar,0.001*checker.,0.001*retire,0.001*interest,0.001*core
139,0.001*vel,0.001*pulak,0.001*reinstalled ,0.001*like,0.001*scan,0.001*suchs,0.001*ele,0.001*anyone,0.001*complicate,0.001*neat
140,0.001*catrett,0.001*deonte,0.001*horible,0.001*5z,0.001*detector.,0.001*salt,0.001*work,0.001*badass,0.001*app,0.001*nice
141,0.001*shops😊😊😊,0.001*great!!!!,0.001*appa,0.001*listen,0.001*tire,0.001*bagus,0.001*promisd,0.001*one),0.001*auto-detect,0.001*search...
142,0.001*app,0.001*😜,0.001*mtk,0.001*subscribe,0.001*incorporate,0.001*mantab.,0.001*relief.,0.001*everytime!,0.001*mode???,0.001*longer
143,0.001*handy!!,0.001*good,0.001*it❤,0.001*perfection,0.001*bbh,0.001*urn,0.001*forward,0.001*just ,0.001*works...poorly...,0.001*scan........as
144,0.001*neon,0.001*app,0.001*thought,0.001*it but,0.001*kahit,0.001*remind,0.001*ocam,0.001*مثل,0.001*hidden,0.001*around.
145,0.001*good,0.001*pop,0.001*app,0.001*work,0.001*cheat!,0.001*finely,0.001*marked...instead,0.001*scanner,0.001*disappointing.,0.001*установки
146,0.001*uc,0.001*work,0.001*180degree,0.001*app,0.001* gives,0.001*-.every,0.001*wven,0.001*invasive ,0.001*responses,"0.001*""cheap"""
147,0.001*grab,0.001*critical.,0.001*scanner,0.001*scan,0.001*scene,0.001*23lisa183,0.001*quick ,0.001*bengong,0.001*expectation!,0.001*duty
148,0.001*work,0.001*grow....,0.001*cmms,0.001*99,0.001*experiencing...,0.001*nao,0.001*kam,0.001*fishy...,0.001*recovery,0.001*lately 
149,0.001*said.,0.001*pair,0.001*aware.,0.001*10-15,0.001*straightforward.,0.001*th,0.001*advertising,0.001*do:,0.001*functional.,0.001*crapware.
150,0.001*bad,0.001*work,0.001*♣,0.001*area,0.001*دوست,0.001*motorolla,0.001*barcodes ,0.001*that's,0.001*wouldnt,0.001*yea
